Title,Year,Architects,Product,Category,Image
Neal Creek Residence / Paul McKean Architecture,2009,Paul Mc,Wood,Houses,https://images.adsttc.com/media/images/500d/d171/28ba/0d66/2500/159a/newsletter/stringio.jpg?1417082059
Bambinos International Learning Center - Scott Edwards Architecture /,2009,Scott Edwards Architecture,Wood,Others,https://images.adsttc.com/media/images/500e/0024/28ba/0d66/2500/1f87/medium_jpg/stringio.jpg?1361406608
Como Loft / JMA,2009,JMA,Wood,Others,https://images.adsttc.com/media/images/500e/03ee/28ba/0d66/2500/2058/newsletter/stringio.jpg?1414396239
Skybox House / Primus Arkitekter,2009,Primus Arkitekter,Wood,Houses,https://images.adsttc.com/media/images/5010/6933/28ba/0d42/2200/1d93/newsletter/stringio.jpg?1361408405
Slunakov Center for Ecological Activities / Projektil Architekti,2009,"Projektil architekti / Roman Brychta, Adam Hal???Ù, Ond?Ùej Hofmeister, Petr Le?∞ek",Wood,Others,https://images.adsttc.com/media/images/5010/6be4/28ba/0d42/2200/1e2f/newsletter/stringio.jpg?1414343034
Safe Haven  / TYIN Tegnestue,2009,TYIN Tegnestue,Wood,Others,https://images.adsttc.com/media/images/5010/77bf/28ba/0d42/2200/20f2/newsletter/stringio.jpg?1414343844
Ferrous House / Johnsen Schmaling Architects,2009,Johnsen Schmaling Architects,Wood,Houses,https://images.adsttc.com/media/images/5010/8164/28ba/0d42/2200/232e/newsletter/stringio.jpg?1414025340
WISA Wooden Design Hotel / Pieta-Linda Auttila,2009,Pieta-Linda Auttila,Wood,Others,https://images.adsttc.com/media/images/5010/8074/28ba/0d42/2200/22fb/newsletter/stringio.jpg?1414481343
Weekend Pavilion / Architecture Paradigm,2009,Architecture Paradigm,Wood,Houses,https://images.adsttc.com/media/images/5011/51a4/28ba/0d70/4200/0125/newsletter/stringio.jpg?1361408685
Sea Ranch Residence / Turnbull Griffin Haesloop,2009,"Turnbull Griffin Haesloop / Eric Haesloop, FAIA and Mary Griffin, FAIA",Wood,Houses,https://images.adsttc.com/media/images/5011/6547/28ba/0d70/4200/06d5/newsletter/stringio.jpg?1361408875
XS House / UNI,2009,Chaewon Kim + Beat Schenk,Wood,Houses,https://images.adsttc.com/media/images/5011/6dfe/28ba/0d70/4200/093b/newsletter/stringio.jpg?1414034511
Proville Mediatheque / TANK Architectes,2009,TANK Architectes / Olivier Camus & Lyd?©ric Veauvy,Wood,Others,https://images.adsttc.com/media/images/5011/6b58/28ba/0d70/4200/088d/newsletter/stringio.jpg?1414071538
Southern Ocean Lodge / Max Pritchard Architect,2009,Max Pritchard Architect,Wood,Others,https://images.adsttc.com/media/images/5011/6e56/28ba/0d70/4200/0953/newsletter/stringio.jpg?1414346694
De Oostvaarders / Drost + van Veen architecten,2009,Drost + van Veen architecten,Wood,Others,https://images.adsttc.com/media/images/5011/7cf2/28ba/0d70/4200/0cee/newsletter/stringio.jpg?1414472295
V23K18 / Pasel.Kuenzel,2009,Pasel.Kuenzel Architects,Wood,Houses,https://images.adsttc.com/media/images/5011/8908/28ba/0d70/4200/0fdd/newsletter/stringio.jpg?1361409137
Field Chapel in Boedigheim / Students of the College of Architecture at the Illinois Institute of Technology,2009,"Students of the College of Architecture at the Illinois Institute of Technology, led by ¨ÜProfessor Frank Flury",Wood,Others,https://images.adsttc.com/media/images/5011/88ad/28ba/0d70/4200/0fc8/newsletter/stringio.jpg?1414021618
Omena House / Danny Forster,2009,Danny Forster,Wood,Houses,https://images.adsttc.com/media/images/5011/5842/28ba/0d70/4200/032c/newsletter/stringio.jpg?1414007232
Pavilion at Aventura Park / PARATELIER,2009,Paratelier,Wood,Others,https://images.adsttc.com/media/images/5011/eb6f/28ba/0d5f/4c00/0457/newsletter/stringio.jpg?1361423279
Summer House Vestfold 2 / JVA,2009,JVA,Wood,Houses,https://images.adsttc.com/media/images/5011/e6b1/28ba/0d5f/4c00/02f1/newsletter/stringio.jpg?1361409321
Dzintari Forest Park / Substance,2009,Substance,Wood,Others,https://images.adsttc.com/media/images/5011/e1b9/28ba/0d5f/4c00/0187/newsletter/stringio.jpg?1414280174
Craig Thomas Discovery and Visitor Center / Bohlin Cywinski Jackson,2009,Bohlin Cywinski Jackson,Wood,Others,https://images.adsttc.com/media/images/5011/ea43/28ba/0d5f/4c00/0402/newsletter/stringio.jpg?1414090305
"Manifesto House / James &amp; Mau, for Infiniski",2009,"James &amp; Mau, for Infiniski",Wood,Houses,https://images.adsttc.com/media/images/5011/ecd2/28ba/0d5f/4c00/04b7/large_jpg/stringio.jpg?1414059375
BanQ / Offices dA,2009,Offices d,Wood,Others,https://images.adsttc.com/media/images/5011/ff67/28ba/0d55/8100/0093/newsletter/stringio.jpg?1414477865
House Ulve / Lassila Hirvilammi,2009,Lassila Hirvilammi Architects,Wood,Houses,https://images.adsttc.com/media/images/5012/0ba8/28ba/0d55/8100/036b/newsletter/stringio.jpg?1414281354
Euclid Avenue House / Levitt Goodman Architects,2009,Levitt Goodman Architects,Wood,Others,https://images.adsttc.com/media/images/5012/0b5e/28ba/0d55/8100/035a/medium_jpg/stringio.jpg?1414281316
ACE Pavilion / Sameep Padora & Associates,2009,Sameep Padora & Associates,Wood,Others,https://images.adsttc.com/media/images/5012/0aa8/28ba/0d55/8100/0333/newsletter/stringio.jpg?1414482407
Casa Grande Senior Apartments / Archumana,2009,Archumana,Wood,Others,https://images.adsttc.com/media/images/5012/16a9/28ba/0d55/8100/05a1/newsletter/stringio.jpg?1414281552
Shoal Bay Bach / Parsonson Architects,2009,Parsonson Architects,Wood,Houses,https://images.adsttc.com/media/images/5012/1da6/28ba/0d55/8100/0701/large_jpg/stringio.jpg?1414101448
House KvD / Grosfeld van der Velde Architecten,2010,Grosfeld van der Velde Architecten,Wood,Houses,https://images.adsttc.com/media/images/5008/5f3a/28ba/0d50/da00/029e/newsletter/stringio.jpg?1414453598
Cape Russell Retreat / Sanders Pace Architecture,2010,Sanders Pace Architecture,Wood,Houses,https://images.adsttc.com/media/images/5008/68f9/28ba/0d50/da00/0597/newsletter/stringio.jpg?1414006154
Suurupi House extension / Arhitektid Muru & Pere,2010,Arhitektid Muru & Pere,Wood,Others,https://images.adsttc.com/media/images/5008/6927/28ba/0d50/da00/05a7/newsletter/stringio.jpg?1414091687
Double House / Architect Associates Tonoma,2010,Architect Associates Tonoma,Wood,Houses,https://images.adsttc.com/media/images/5012/2ed2/28ba/0d3d/ae00/006d/newsletter/stringio.jpg?1361417903
Red Guest Houses / Totan Kuzembaev,2010,Totan Kuzembaev,Wood,Houses,https://images.adsttc.com/media/images/5012/30f7/28ba/0d3d/ae00/010d/newsletter/stringio.jpg?1414553089
Les Aventuriers / Shun Hirayama Architecture,2010,Shun Hirayama Architecture,Wood,Houses,https://images.adsttc.com/media/images/5008/9e3d/28ba/0d50/da00/1392/newsletter/stringio.jpg?1422317491
Barn 2.0 / UTArchitects,2010,UT,Wood,Renovation,https://images.adsttc.com/media/images/5008/a0a6/28ba/0d50/da00/142f/newsletter/stringio.jpg?1414375735
Les Ti'Canailloux / Topos Architecture,2010,Topos Architecture,Wood,Others,https://images.adsttc.com/media/images/5008/9945/28ba/0d50/da00/125b/newsletter/stringio.jpg?1361399442
EMA Haus / Bernardo Bader,2010,Bernardo Bader,Wood,Houses,https://images.adsttc.com/media/images/5008/abf1/28ba/0d50/da00/16ac/medium_jpg/stringio.jpg?1414376736
Medical Houses Compound / Studio Tam associati,2010,"Studio  tamassociati ÇƒÏ Raul Pantaleo, Massimo Lepore, Simone  Sfriso, con Pietro Parrino y Gino Strada",Wood,Others,https://images.adsttc.com/media/images/5008/a534/28ba/0d50/da00/152c/newsletter/stringio.jpg?1414376076
Casa da Torre Winery / Castanheira & Bastai Arquitectos Associados,2010,Castanheira & Bastai Arquitectos Associados,Wood,Others,https://images.adsttc.com/media/images/5008/d9c6/28ba/0d27/a700/07ac/newsletter/stringio.jpg?1414378134
Cave Restaurant / Koichi Takada Architects,2010,Koichi Takada Architects,Wood,Others,https://images.adsttc.com/media/images/5008/e18a/28ba/0d27/a700/09f7/newsletter/stringio.jpg?1414058725
Tropical House / Camarim Arquitectos,2010,Camarim Architects,Wood,Houses,https://images.adsttc.com/media/images/5008/df4c/28ba/0d27/a700/0967/newsletter/stringio.jpg?1414378967
Theodor Restaurant / SO Architecture,2010,SO Architecture,Wood,Others,https://images.adsttc.com/media/images/5008/e81a/28ba/0d27/a700/0b98/newsletter/stringio.jpg?1414060593
Shirakuchi House / Design nico Architect Associates,2010,Kazuya Matsuda / Design nico Architect Associates,Wood,Houses,https://images.adsttc.com/media/images/5008/f28e/28ba/0d27/a700/0e60/newsletter/stringio.jpg?1414017500
A forest for a Moon Dazzler / Benjamin Garcia Saxe,2010,Benjamin Garcia Saxe,Wood,Houses,https://images.adsttc.com/media/images/5009/1826/28ba/0d27/a700/1784/newsletter/stringio.jpg?1414383291
Palmyra House / Studio Mumbai,2010,Studio Mumbai,Wood,Houses,https://images.adsttc.com/media/images/5009/1b5e/28ba/0d27/a700/184d/newsletter/stringio.jpg?1414024836
White / Dock4 Architecture,2010,Dock4 Architecture,Wood,Houses,https://images.adsttc.com/media/images/5009/2fa1/28ba/0d27/a700/1d08/newsletter/stringio.jpg?1414384846
Residence in Tsuruhara / Matsunami Mitsutomo,2010,Matsunami Mitsutomo,Wood,Houses,https://images.adsttc.com/media/images/5009/368f/28ba/0d27/a700/1e78/newsletter/stringio.jpg?1417082170
Tree House / Mount Fuji Architects Studio,2010,Mount Fuji Architects Studio,Wood,Houses,https://images.adsttc.com/media/images/5012/4bb1/28ba/0d0a/4800/0244/newsletter/stringio.jpg?1414064250
House on a Cliff / Petra Gipp Arkitektur + Katarina Lundeberg,2010,Petra Gipp and Katarina Lundeberg,Wood,Houses,https://images.adsttc.com/media/images/5012/483e/28ba/0d0a/4800/015e/newsletter/stringio.jpg?1414480327
Hairu Hair Treatment / Chrystalline Architect,2010,Chrystalline Architect,Wood,Others,https://images.adsttc.com/media/images/5012/4669/28ba/0d0a/4800/00d2/newsletter/stringio.jpg?1414095022
Camping Bois-noir Guest Facilities / Bonnard Woeffray Architectes,2010,Bonnard Woeffray Architectes,Wood,Others,https://images.adsttc.com/media/images/5012/5aad/28ba/0d1b/4c00/02c6/newsletter/stringio.jpg?1414091145
Iseami House / Robles Arquitectos,2010,Robles Arquitectos,Wood,Houses,https://images.adsttc.com/media/images/5012/5d13/28ba/0d1b/4c00/0369/newsletter/stringio.jpg?1414097459
Folly / Philipp Baumhauer,2010,Philipp Baumhauer with Karoline Markus,Wood,Houses,https://images.adsttc.com/media/images/5012/5a08/28ba/0d1b/4c00/0296/newsletter/stringio.jpg?1361413571
Habitable Sculpture / Miguel Arruda,2010,Miguel Arruda,Wood,Others,https://images.adsttc.com/media/images/5012/66d0/28ba/0d1b/4c00/05f4/newsletter/stringio.jpg?1414094434
Earth House / BCHO Architects,2010,BCHO Architects,Wood,Houses,https://images.adsttc.com/media/images/5012/6c70/28ba/0d1b/4c00/0755/newsletter/stringio.jpg?1414209676
Atelier-House / Huttunen-Lipasti-Pakkanen Architects,2010,Huttunen-Lipasti-Pakkanen Architects,Wood,Houses,https://images.adsttc.com/media/images/5012/8379/28ba/0d67/1700/02a3/newsletter/stringio.jpg?1414034901
BellTower / Kamil Mrva,2010,Kamil Mrva Architects,Wood,Others,https://images.adsttc.com/media/images/5012/895a/28ba/0d67/1700/044a/medium_jpg/stringio.jpg?1361414344
Hillside House / SB Architects,2010,SB Architects,Wood,Houses,https://images.adsttc.com/media/images/5012/9cd7/28ba/0d67/1700/0927/newsletter/stringio.jpg?1414561869
Tidal Resonance Chamber / Robert Horner,2010,Robert Horner,Wood,Others,https://images.adsttc.com/media/images/5012/9959/28ba/0d67/1700/084e/newsletter/stringio.jpg?1414494838
Texas Hill Road Residence / Incorporated,2010,Incorporated Architecture & Design,Wood,Houses,https://images.adsttc.com/media/images/5012/c8a1/28ba/0d14/7d00/0a64/newsletter/stringio.jpg?1414488631
Restaurant at Greenville / DSA+s,2010,DSA+s,Wood,Others,https://images.adsttc.com/media/images/5012/d4b7/28ba/0d14/7d00/0d3f/medium_jpg/stringio.jpg?1414007103
Passive House / Karawitz Architecture,2010,Karawitz Architecture,Wood,Houses,https://images.adsttc.com/media/images/5012/ca11/28ba/0d14/7d00/0ac2/newsletter/stringio.jpg?1426866728
Fortress House / ITN Architects,2010,ITN Architects,Wood,Houses,https://images.adsttc.com/media/images/5012/d838/28ba/0d06/5800/00a7/newsletter/stringio.jpg?1414556648
Chapel House / Martin Mutschlechner & Barbara Lanz,2010,Martin Mutschlechner & Barbara Lanz,Wood,Renovation,https://images.adsttc.com/media/images/5012/e05d/28ba/0d06/5800/02d6/newsletter/stringio.jpg?1416279045
Simpson Park Hammock Pavilion / Oppenheim Architecture + Design,2010,Oppenheim Architecture + Design,Wood,Others,https://images.adsttc.com/media/images/5012/e406/28ba/0d06/5800/03e3/medium_jpg/stringio.jpg?1361420268
Maedaya Grill & Sake / EAT Architects,2010,EAT Architects,Wood,Others,https://images.adsttc.com/media/images/5012/df01/28ba/0d06/5800/026f/newsletter/stringio.jpg?1414399949
Gunnar's House / Huus Og Heim Arkitektur,2010,Huus og Heim¨ÜArkitektur,Wood,Houses,https://images.adsttc.com/media/images/5012/e021/28ba/0d06/5800/02c0/medium_jpg/stringio.jpg?1361418277
Private Offices / Firma d.o.o.,2010,Firma d.o.o.Location,Wood,Offices,https://images.adsttc.com/media/images/5038/32e9/28ba/0d59/9b00/1397/newsletter/stringio.jpg?1414073038
Vermont Cabin / Resolution: 4 Architecture,2010,"Resolution: 4 Architecture / Joseph Tanney, Robert Luntz",Wood,Others,https://images.adsttc.com/media/images/5012/eac8/28ba/0d06/5800/05b1/newsletter/stringio.jpg?1414557188
Hat Teahouse / A1Architects,2010,A1Architects,Wood,Houses,https://images.adsttc.com/media/images/5012/e9ee/28ba/0d06/5800/057d/newsletter/stringio.jpg?1414556982
Wa Light / Atelier FCJZ,2010,Atelier FCJZ,Wood,Others,https://images.adsttc.com/media/images/5012/f3eb/28ba/0d06/5800/081f/large_jpg/stringio.jpg?1416279146
Munkasteinn / PK Arkitektar,2010,PK Arkitektar,Wood,Houses,https://images.adsttc.com/media/images/5012/f1f9/28ba/0d06/5800/079a/newsletter/stringio.jpg?1361420089
Hunsett Mill / ACME,2010,"ACME (Friedrich Ludewig, Stefano Dal Piva) with Karoline Markus, Nerea Calvillo, Chris Yoo",Wood,Others,https://images.adsttc.com/media/images/5012/ff3b/28ba/0d06/5800/0aae/newsletter/stringio.jpg?1414091958
Writers Cottage / JVA,2010,Jarmund / Vigsn?∂s AS Architects MNAL,Wood,Others,https://images.adsttc.com/media/images/5013/0403/28ba/0d06/5800/0bc2/medium_jpg/stringio.jpg?1414066389
Finger Joint House / LAND Arquitectos,2010,LAND Arquitectos,Wood,Houses,https://images.adsttc.com/media/images/5013/14df/28ba/0d06/5800/0f82/newsletter/stringio.jpg?1414004016
Family House Near Jiesia / Architectural Bureau G.Natkevicius & Partners,2010,Architectural Bureau G.Natkevicius & Partners,Wood,Houses,https://images.adsttc.com/media/images/5013/17af/28ba/0d06/5800/1017/newsletter/stringio.jpg?1414581517
City Gate / Dror Brill,2010,Dror Brill,Wood,Others,https://images.adsttc.com/media/images/5013/2298/28ba/0d0e/f000/0174/newsletter/stringio.jpg?1414209942
Bamboo Structure Project / Pouya Khazaeli Parsa,2010,Pouya Khazaeli Parsa,Wood,Houses,https://images.adsttc.com/media/images/5013/2a03/28ba/0d0e/f000/0388/newsletter/stringio.jpg?1414052751
Museum Ter Aar / Drost + van Veen architecten,2010,Drost + van Veen architecten & Mars Interieurarchitecten,Wood,Museum,https://images.adsttc.com/media/images/5013/2bba/28ba/0d0e/f000/0408/newsletter/stringio.jpg?1414505279
Viken Skog Headquarter / Stein Halvorsen Arkitekter,2010,Stein Halvorsen Sivilarkitekter,Wood,Offices,https://images.adsttc.com/media/images/5013/43ff/28ba/0d0e/f000/09ca/newsletter/stringio.jpg?1414583329
Bridge House / Wilfred John Oskar Armster,2010,"Wilfred John Oskar Armster, AIA",Wood,Houses,https://images.adsttc.com/media/images/5013/5ba8/28ba/0d0e/f000/0f53/newsletter/stringio.jpg?1414073558
Fire Station Houten / Jeanne Dekkers Architectuur,2010,Jeanne Dekkers Architectuur,Wood,Others,https://images.adsttc.com/media/images/5013/5e46/28ba/0d0e/f000/0fe2/newsletter/stringio.jpg?1417081000
Solrosen Kindergarten / Stein Halvorsen Arkitekter,2011,STEIN HALVORSEN AS sivilarkitekter MNAL,Wood,Others,https://images.adsttc.com/media/images/5006/ec6c/28ba/0d41/4800/0498/newsletter/stringio.jpg?1361397883
Suncrest Residence / Heliotrope Architects,2011,Heliotrope Architects,Wood,Houses,https://images.adsttc.com/media/images/5006/f998/28ba/0d41/4800/07c0/newsletter/stringio.jpg?1414101018
VolgaDacha House / Bureau Bernaskoni,2011,Bureau Bernaskoni,Wood,Houses,https://images.adsttc.com/media/images/5007/112b/28ba/0d41/4800/0db5/newsletter/stringio.jpg?1414443668
YN-13 / Morris Sato Studio,2011,Morris Sato Studio,Wood,Houses,https://images.adsttc.com/media/images/5007/151e/28ba/0d41/4800/0ec1/newsletter/stringio.jpg?1414444082
Hurteau-Miller Cottage / Kariouk Associates,2011,Kariouk Associates,Wood,Houses,https://images.adsttc.com/media/images/5007/0f84/28ba/0d41/4800/0d52/newsletter/stringio.jpg?1414443560
Morerava Cabins / AATA Associate Architects,2011,AATA Associate Architects,Wood,Others,https://images.adsttc.com/media/images/5007/1f9a/28ba/0d41/4800/111f/newsletter/stringio.jpg?1414445047
dtac House / Hassell,2011,Hassell,Wood,Offices,https://images.adsttc.com/media/images/5007/1c5a/28ba/0d41/4800/105c/newsletter/stringio.jpg?1414444729
Lance Armstrong Foundation Headquarters / Lake|Flato Architects + The Bommarito Group,2011,"Lake|Flato Architects, The Bommarito Group",Wood,Offices,https://images.adsttc.com/media/images/5007/161e/28ba/0d41/4800/0f10/newsletter/stringio.jpg?1414444281
Great Wall of Warburton / BKK Architects,2011,BKK Architects,Wood,Houses,https://images.adsttc.com/media/images/5007/0df4/28ba/0d41/4800/0cd5/newsletter/stringio.jpg?1414443326
La Cornette / YH2 Architecture,2011,YH2 Architecture,Wood,Houses,https://images.adsttc.com/media/images/5007/26be/28ba/0d41/4800/12c5/medium_jpg/stringio.jpg?1414085103
57 Tivoli Road / b.e. Architecture,2011,B.E Architecture,Wood,Houses,https://images.adsttc.com/media/images/5007/228a/28ba/0d41/4800/11c3/medium_jpg/stringio.jpg?1424540642
Kyoto-Model: A House With 3 Walls / Miwako MASAOKA + Takeshi IKEI + Shigenori Uoya Architects and Associates,2011,"Miwako MASAOKA, Shigenori Uoya Architects and Associates, Takeshi IKEI",Wood,Houses,https://images.adsttc.com/media/images/5007/2a20/28ba/0d41/4800/137a/newsletter/stringio.jpg?1414446042
House T / POINT,2011,POINT,Wood,Houses,https://images.adsttc.com/media/images/5007/2d01/28ba/0d41/4800/1414/newsletter/stringio.jpg?1361398403
Elektra Bakery / Studioprototype Architects,2011,Studioprototype Architects,Wood,Others,https://images.adsttc.com/media/images/5007/3943/28ba/0d41/4800/171b/newsletter/stringio.jpg?1414028094
Arkansas House / Marlon Blackwell Architect,2011,Marlon Blackwell Architects,Wood,Houses,https://images.adsttc.com/media/images/5007/428e/28ba/0d41/4800/1960/newsletter/stringio.jpg?1414447886
Willoughby Design Barn / El Dorado,2011,El Dorado,Wood,Others,https://images.adsttc.com/media/images/5007/27d2/28ba/0d41/4800/12fd/newsletter/stringio.jpg?1414445791
F-house / ARCH 4,2011,ARCH 4Location,Wood,Houses,https://images.adsttc.com/media/images/5007/3137/28ba/0d41/4800/1527/newsletter/stringio.jpg?1361398443
Planted Environment / Studio IDE,2011,Studio IDE,Wood,Others,https://images.adsttc.com/media/images/5007/4a1a/28ba/0d41/4800/1b2e/newsletter/stringio.jpg?1375397141
Prototype A Tract House / Works Partnership Architecture,2011,Works Partnership Architecture (W.PA)Location,Wood,Houses,https://images.adsttc.com/media/images/5007/51e9/28ba/0d41/4800/1cda/newsletter/stringio.jpg?1414013901
Weekend House on Lake Superior / Julie Snow Architects,2011,"Julie Snow Architects, Inc.Location",Wood,Houses,https://images.adsttc.com/media/images/5007/7277/28ba/0d41/4800/2442/newsletter/stringio.jpg?1414451911
Lantern Pavilion / AWP / Atelier Oslo,2011,AWP/ Atelier Oslo,Wood,Others,https://images.adsttc.com/media/images/5007/5ce6/28ba/0d41/4800/1f94/newsletter/stringio.jpg?1417635718
Midwest Retreat / BNIM,2011,BNIM,Wood,Others,https://images.adsttc.com/media/images/5007/773a/28ba/0d41/4800/255d/newsletter/stringio.jpg?1414452303
Page Road House / Andrew Cohen Architects,2011,Andrew Cohen Architects,Wood,Houses,https://images.adsttc.com/media/images/5013/7e95/28ba/0d15/0700/0448/newsletter/stringio.jpg?1414038388
Dutchess County Residence - Guest House / Allied Works Architecture,2011,Allied Works Architecture,Wood,Houses,https://images.adsttc.com/media/images/5013/85e6/28ba/0d15/0700/0661/newsletter/stringio.jpg?1361420765
Shima Kitchen / Atelier Ryo Abe Works,2011,Atelier Ryo Abe Works,Wood,Renovation,https://images.adsttc.com/media/images/5013/7a14/28ba/0d15/0700/02c9/newsletter/stringio.jpg?1361418596
Leicester House / SPG Architects,2011,SPG Architects,Wood,Houses,https://images.adsttc.com/media/images/5013/8c5e/28ba/0d15/0700/0808/newsletter/stringio.jpg?1425210116
Wrap House / Studio B Architects,2011,Studio B Architects,Wood,Houses,https://images.adsttc.com/media/images/5013/9f2d/28ba/0d39/6300/0490/medium_jpg/stringio.jpg?1361418971
Duplex House In Tokito / Hidehiro Fukuda Architects,2011,Hidehiro Fukuda Architects,Wood,Houses,https://images.adsttc.com/media/images/5013/9b73/28ba/0d39/6300/0361/newsletter/stringio.jpg?1414500774
Angaston Pavilion / Jon Lowe,2011,Jon Lowe,Wood,Houses,https://images.adsttc.com/media/images/5013/a10d/28ba/0d39/6300/0514/newsletter/stringio.jpg?1361419397
House In Zellerndorf / Franz Architekten,2011,Franz ZT gmbh,Wood,Houses,https://images.adsttc.com/media/images/5013/999f/28ba/0d39/6300/02e1/newsletter/stringio.jpg?1414076848
Ghost 7 / Mackay-Lyons Sweetapple Architects,2011,Mackay-Lyons Sweetapple Architects,Wood,Others,https://images.adsttc.com/media/images/5013/b226/28ba/0d39/6300/0a01/newsletter/stringio.jpg?1414017791
Weaving Studio / Prentiss + Balance + Wickline Architects,2011,Prentiss + Balance + Wickline Architects,Wood,Offices,https://images.adsttc.com/media/images/5013/ac3a/28ba/0d39/6300/082d/newsletter/stringio.jpg?1414565392
Cohen Residence / KUBE Architecture,2011,"KUBE Architecture ÇƒÏ Stefan Rademan, Simon Mountford",Wood,Houses,https://images.adsttc.com/media/images/5013/acd3/28ba/0d39/6300/085b/newsletter/stringio.jpg?1414090543
Casa na Areia / Aires Mateus,2011,Aires Mateus,Wood,Houses,https://images.adsttc.com/media/images/5013/b650/28ba/0d39/6300/0b28/medium_jpg/stringio.jpg?1414586254
Langara Student Union / Teeple Architects in association with IBI/HB Architects,2011,Teeple Architects Inc in association with IBI/HB Architects,Wood,Others,https://images.adsttc.com/media/images/5013/be8d/28ba/0d39/6300/0d62/newsletter/stringio.jpg?1414018400
Native Child and Family Services of Toronto / Levitt Goodman Architects,2011,Levitt Goodman Architects,Wood,Others,https://images.adsttc.com/media/images/5013/bc1a/28ba/0d39/6300/0cbf/newsletter/stringio.jpg?1414404859
Fagerborg Kindergarden / Reiulf Ramstad Arkitekter,2011,Reiulf Ramstad Arkitekter,Wood,Others,https://images.adsttc.com/media/images/5013/bd17/28ba/0d39/6300/0d05/newsletter/stringio.jpg?1414042895
House in Charentilly / RVL architects,2011,RVL architects,Wood,Houses,https://images.adsttc.com/media/images/5013/c933/28ba/0d39/6300/102d/newsletter/stringio.jpg?1429026849
Juvenile Pavilion / UArchitects,2011,U,Wood,Others,https://images.adsttc.com/media/images/5013/c7ba/28ba/0d39/6300/0fbc/newsletter/stringio.jpg?1414044849
Glade House / Frederick Phillips and Associates,2011,Frederick Phillips and Associates,Wood,Houses,https://images.adsttc.com/media/images/5013/c516/28ba/0d39/6300/0f1e/newsletter/stringio.jpg?1414586602
Eco Pavilion 2011 / MMX,2011,"MMX -¨ÜJorge Arvizu, Ignacio del Rio, Emmanuel Ramirez, Diego Ricalde",Wood,Others,https://images.adsttc.com/media/images/5013/dd84/28ba/0d3b/4500/0120/medium_jpg/stringio.jpg?1414587066
Wear House / Akitoshi Ukai/AUAU,2011,Akitoshi Ukai/AUAU,Wood,Houses,https://images.adsttc.com/media/images/5013/d660/28ba/0d39/6300/1376/newsletter/stringio.jpg?1414571356
W35 / Marianne Borge,2011,Marianne Borge,Wood,Houses,https://images.adsttc.com/media/images/5013/e769/28ba/0d3b/4500/0416/newsletter/stringio.jpg?1413988385
8 Blacks / NRJA,2011,"NRJA -¨ÜUldis Luksevics, Ieva Lace, Linda Leitane, Ints Mengelis",Wood,Houses,https://images.adsttc.com/media/images/5013/e1c7/28ba/0d3b/4500/0279/newsletter/stringio.jpg?1414398718
Chuckanut Ridge Residence / Prentiss + Balance + Wickline Architects,2011,Prentiss Architects,Wood,Houses,https://images.adsttc.com/media/images/5013/e125/28ba/0d3b/4500/0243/newsletter/stringio.jpg?1414571595
River Road House / Whitney Powers,2011,Whitney Powers,Wood,Houses,https://images.adsttc.com/media/images/5013/edbd/28ba/0d3b/4500/060e/newsletter/stringio.jpg?1414573441
House D / Panorama Arquitectos + WMR,2011,"Panorama, WMR",Wood,Houses,https://images.adsttc.com/media/images/5013/ed62/28ba/0d3b/4500/05ee/newsletter/stringio.jpg?1430880052
Hill House / MacKay-Lyons Sweetapple Architects,2011,Mac,Wood,Houses,https://images.adsttc.com/media/images/5014/0482/28ba/0d3b/4500/0c26/newsletter/stringio.jpg?1414231578
Martin-Lancaster House / MacKay-Lyons Sweetapple Architects,2011,Mac,Wood,Houses,https://images.adsttc.com/media/images/5014/0ec9/28ba/0d3b/4500/0e99/newsletter/stringio.jpg?1426202940
L House / BCHO Architects,2011,BCHO Architects,Wood,Houses,https://images.adsttc.com/media/images/5014/09ba/28ba/0d3b/4500/0d3f/newsletter/stringio.jpg?1414016665
Victoria Square / Architectus,2011,Architectus,Wood,Others,https://images.adsttc.com/media/images/5013/e808/28ba/0d3b/4500/0452/newsletter/stringio.jpg?1414422975
London Festival of Architecture Canada House / Bing Thom Architects,2011,Bing Thom Architects,Wood,Others,https://images.adsttc.com/media/images/5014/186a/28ba/0d3b/4500/10c0/newsletter/stringio.jpg?1424080976
Great Barrier Island / Herbstarchitects,2011,Herbstarchitects,Wood,Houses,https://images.adsttc.com/media/images/5014/18b2/28ba/0d3b/4500/10d4/newsletter/stringio.jpg?1413998041
InBetween House / Koji Tsutsui Architect & Associates,2011,Koji Tsutsui Architect & Associates,Wood,Houses,https://images.adsttc.com/media/images/5014/28a1/28ba/0d3b/4500/14c6/newsletter/stringio.jpg?1361425397
Waiheke Island House / Mitchell and Stout Architects,2011,Mitchell and Stout Architects,Wood,Houses,https://images.adsttc.com/media/images/5014/3ae5/28ba/0d5b/4900/0400/newsletter/stringio.jpg?1414016785
Aero Pavilion / Department for Architecture Design and Media Technology,2011,Department for Architecture Design and Media Technology,Wood,Others,https://images.adsttc.com/media/images/5014/5200/28ba/0d5b/4900/09ef/medium_jpg/stringio.jpg?1414062058
Oosterpoort Cultural Centre / Onix,2011,Onix,Wood,Others,https://images.adsttc.com/media/images/5014/3179/28ba/0d5b/4900/0148/newsletter/stringio.jpg?1414044694
